ReturnHistoryID,HistoricalPerformanceID,ExternalID,EndDate,TimePeriod,Value,CategorySize,Type
385258292,16743013,102,10/31/2013,M1,1.33128,NULL,6
385258293,16743013,102,9/30/2013,M1,0.37014,NULL,6
385258294,16743013,102,8/31/2013,M1,-0.74839,NULL,6
385258295,16743013,102,7/31/2013,M1,-1.85563,NULL,6
385258296,16743013,102,6/30/2013,M1,-3.17171,NULL,6
385258297,16743013,102,5/31/2013,M1,-6.23755,NULL,6
385258298,16743013,102,4/30/2013,M1,3.99788,NULL,6
385258299,16743013,102,3/31/2013,M1,-0.09643,NULL,6
385258300,16743013,102,2/28/2013,M1,1.25905,NULL,6
385258301,16743013,102,1/31/2013,M1,-3.50129,NULL,6
385258307,16743014,102,12/31/2012,M1,-1.96345,NULL,6
385258308,16743014,102,11/30/2012,M1,1.33398,NULL,6
385258309,16743014,102,10/31/2012,M1,-0.11575,NULL,6
385258310,16743014,102,9/30/2012,M1,-1.95804,NULL,6
385258311,16743014,102,8/31/2012,M1,-1.0667,NULL,6
385258312,16743014,102,7/31/2012,M1,3.30052,NULL,6
385258313,16743014,102,6/30/2012,M1,-1.36146,NULL,6
385258314,16743014,102,5/31/2012,M1,7.43712,NULL,6
385258315,16743014,102,4/30/2012,M1,4.33189,NULL,6
385258316,16743014,102,3/31/2012,M1,-3.75996,NULL,6
385258317,16743014,102,2/29/2012,M1,-2.07027,NULL,6
385258318,16743014,102,1/31/2012,M1,-0.04749,NULL,6
385258324,16743015,102,12/31/2011,M1,3.104,NULL,6
385258325,16743015,102,11/30/2011,M1,2.71967,NULL,6
385258326,16743015,102,10/31/2011,M1,-3.81927,NULL,6
385258327,16743015,102,9/30/2011,M1,9.82946,NULL,6
385258328,16743015,102,8/31/2011,M1,8.81438,NULL,6
385258329,16743015,102,7/31/2011,M1,4.31114,NULL,6
385258330,16743015,102,6/30/2011,M1,-1.92733,NULL,6
385258331,16743015,102,5/31/2011,M1,3.46038,NULL,6
385258332,16743015,102,4/30/2011,M1,1.86989,NULL,6
385258333,16743015,102,3/31/2011,M1,0.00911,NULL,6
385258334,16743015,102,2/28/2011,M1,1.16829,NULL,6
385258335,16743015,102,1/31/2011,M1,-2.16505,NULL,6
385258341,16743016,102,12/31/2010,M1,-3.73952,NULL,6
385258342,16743016,102,11/30/2010,M1,-1.32728,NULL,6
385258343,16743016,102,10/31/2010,M1,-3.31156,NULL,6
385258344,16743016,102,9/30/2010,M1,-1.57042,NULL,6
385258345,16743016,102,8/31/2010,M1,6.79885,NULL,6
385258346,16743016,102,7/31/2010,M1,0.07965,NULL,6
385258347,16743016,102,6/30/2010,M1,4.6326,NULL,6
385258348,16743016,102,5/31/2010,M1,4.28685,NULL,6
385258349,16743016,102,4/30/2010,M1,2.79374,NULL,6
385258350,16743016,102,3/31/2010,M1,-1.89839,NULL,6
385258351,16743016,102,2/28/2010,M1,0.26913,NULL,6
385258352,16743016,102,1/31/2010,M1,2.60238,NULL,6
385258358,16743017,102,12/31/2009,M1,-5.62733,NULL,6
385258359,16743017,102,11/30/2009,M1,1.7386,NULL,6
385258360,16743017,102,10/31/2009,M1,-1.40368,NULL,6
385258361,16743017,102,9/30/2009,M1,1.98245,NULL,6
385258362,16743017,102,8/31/2009,M1,1.88316,NULL,6
385258363,16743017,102,7/31/2009,M1,0.60446,NULL,6
385258364,16743017,102,6/30/2009,M1,0.67356,NULL,6
385258365,16743017,102,5/31/2009,M1,-2.73882,NULL,6
385258366,16743017,102,4/30/2009,M1,-5.16693,NULL,6
385258367,16743017,102,3/31/2009,M1,4.80266,NULL,6
385258368,16743017,102,2/28/2009,M1,-1.01144,NULL,6
385258369,16743017,102,1/31/2009,M1,-8.64933,NULL,6
385258375,16743018,102,12/31/2008,M1,9.22607,NULL,6
385258376,16743018,102,11/30/2008,M1,12.30247,NULL,6
385258377,16743018,102,10/31/2008,M1,-3.26485,NULL,6
385258378,16743018,102,9/30/2008,M1,0.39758,NULL,6
385258379,16743018,102,8/31/2008,M1,2.48385,NULL,6
385258380,16743018,102,7/31/2008,M1,-0.0729,NULL,6
385258381,16743018,102,6/30/2008,M1,1.71441,NULL,6
385258382,16743018,102,5/31/2008,M1,-1.9922,NULL,6
385258383,16743018,102,4/30/2008,M1,-1.9192,NULL,6
385258384,16743018,102,3/31/2008,M1,0.86975,NULL,6
385258385,16743018,102,2/29/2008,M1,0.42616,NULL,6
385258386,16743018,102,1/31/2008,M1,2.6389,NULL,6
385258392,16743019,102,12/31/2007,M1,-0.39965,NULL,6
385258393,16743019,102,11/30/2007,M1,4.59638,NULL,6
385258394,16743019,102,10/31/2007,M1,1.4131,NULL,6
385258395,16743019,102,9/30/2007,M1,0.2815,NULL,6
385258396,16743019,102,8/31/2007,M1,1.86088,NULL,6
385258397,16743019,102,7/31/2007,M1,2.67575,NULL,6
385258398,16743019,102,6/30/2007,M1,-0.84204,NULL,6
385258399,16743019,102,5/31/2007,M1,-1.86701,NULL,6
385258400,16743019,102,4/30/2007,M1,0.77973,NULL,6
385258401,16743019,102,3/31/2007,M1,-1.10136,NULL,6
385258402,16743019,102,2/28/2007,M1,2.97018,NULL,6
385258403,16743019,102,1/31/2007,M1,-0.7681,NULL,6
385258409,16743020,102,12/31/2006,M1,-2.16699,NULL,6
385258410,16743020,102,11/30/2006,M1,1.96203,NULL,6
385258411,16743020,102,10/31/2006,M1,0.73393,NULL,6
385258412,16743020,102,9/30/2006,M1,1.63579,NULL,6
385258413,16743020,102,8/31/2006,M1,2.74706,NULL,6
385258414,16743020,102,7/31/2006,M1,1.91671,NULL,6
385258415,16743020,102,6/30/2006,M1,0.76571,NULL,6
385258416,16743020,102,5/31/2006,M1,0.00642,NULL,6
385258417,16743020,102,4/30/2006,M1,-1.94635,NULL,6
385258418,16743020,102,3/31/2006,M1,-3.40951,NULL,6
385258419,16743020,102,2/28/2006,M1,0.70795,NULL,6
385258420,16743020,102,1/31/2006,M1,-0.91574,NULL,6
385258426,16743021,102,12/31/2005,M1,2.32924,NULL,6
385258427,16743021,102,11/30/2005,M1,0.62445,NULL,6
385258428,16743021,102,10/31/2005,M1,-1.84292,NULL,6
385258429,16743021,102,9/30/2005,M1,-2.87155,NULL,6
385258430,16743021,102,8/31/2005,M1,2.91228,NULL,6
385258431,16743021,102,7/31/2005,M1,-2.6231,NULL,6
385258432,16743021,102,6/30/2005,M1,1.49772,NULL,6
385258433,16743021,102,5/31/2005,M1,2.59692,NULL,6
385258434,16743021,102,4/30/2005,M1,3.42036,NULL,6
385258435,16743021,102,3/31/2005,M1,-0.6659,NULL,6
385258436,16743021,102,2/28/2005,M1,-1.2915,NULL,6
385258437,16743021,102,1/31/2005,M1,2.5211,NULL,6
385258443,16743022,102,12/31/2004,M1,2.24981,NULL,6
385258444,16743022,102,11/30/2004,M1,-2.22557,NULL,6
385258445,16743022,102,10/31/2004,M1,1.47207,NULL,6
385258446,16743022,102,9/30/2004,M1,0.84356,NULL,6
385258447,16743022,102,8/31/2004,M1,3.71191,NULL,6
385258448,16743022,102,7/31/2004,M1,1.69106,NULL,6
385258449,16743022,102,6/30/2004,M1,0.91657,NULL,6
385258450,16743022,102,5/31/2004,M1,-0.49219,NULL,6
385258451,16743022,102,4/30/2004,M1,-5.61011,NULL,6
385258452,16743022,102,3/31/2004,M1,1.51769,NULL,6
